date,city,prectot,t2m,rh2m
2009-09-08,madrid,0.0,25.23,46.99
2009-09-09,madrid,0.0,24.46,38.37
2009-09-10,madrid,0.0,24.19,33.75
2009-09-11,madrid,0.01,23.15,31.36
2009-09-12,madrid,0.02,22.58,36.22
2009-09-13,madrid,1.89,21.42,38.08
2009-09-14,madrid,0.0,18.62,45.27
2009-09-15,madrid,0.0,15.94,44.71
2009-09-16,madrid,0.36,14.21,57.55
2009-09-17,madrid,4.33,12.03,71.11
2009-09-18,madrid,0.2,13.11,67.57
2009-09-19,madrid,0.11,15.78,60.68
2009-09-20,madrid,0.0,16.93,50.13
2009-09-21,madrid,0.0,16.28,58.26
2009-09-22,madrid,0.0,17.96,56.11
2009-09-23,madrid,0.0,18.93,55.78
2009-09-24,madrid,0.0,20.04,49.55
2009-09-25,madrid,0.0,19.76,47.28
2009-09-26,madrid,0.0,18.64,47.7
2009-09-27,madrid,0.75,18.26,57.66
2009-09-28,madrid,0.0,18.25,54.05
2009-09-29,madrid,1.04,16.81,67.55
2009-09-30,madrid,2.94,16.66,74.12
2009-10-01,madrid,0.35,17.56,64.83
2009-10-02,madrid,0.16,17.98,56.38
2009-10-03,madrid,0.0,17.77,47.37
2009-10-04,madrid,0.0,19.54,40.37
2009-10-05,madrid,0.0,20.24,40.63
2009-10-06,madrid,0.04,20.58,43.24
2009-10-07,madrid,3.9,18.47,67.49
2009-10-08,madrid,8.3,16.79,75.69
2009-10-09,madrid,0.0,16.8,65.27
2009-10-10,madrid,0.0,17.5,61.37
2009-10-11,madrid,0.0,18.14,64.24
2009-10-12,madrid,0.0,17.6,60.2
2009-10-13,madrid,0.0,14.88,56.27
2009-10-14,madrid,0.0,15.69,43.24
2009-10-15,madrid,0.0,13.5,37.29
2009-10-16,madrid,0.0,9.13,38.96
2009-10-17,madrid,0.0,11.67,33.51
2009-10-18,madrid,0.0,12.07,37.82
2009-10-19,madrid,0.0,10.96,61.73
2009-10-20,madrid,11.16,11.27,78.03
2009-10-21,madrid,5.96,8.7,85.33
2009-10-22,madrid,9.71,11.56,75.07
2009-10-23,madrid,0.0,12.92,77.23
2009-10-24,madrid,0.0,15.57,77.81
2009-10-25,madrid,0.0,16.05,78.4
2009-10-26,madrid,0.0,16.4,71.47
2009-10-27,madrid,0.0,16.49,69.53
2009-10-28,madrid,0.0,15.97,69.23
2009-10-29,madrid,0.0,16.95,62.39
2009-10-30,madrid,0.0,16.76,60.95
2009-10-31,madrid,0.0,16.26,65.21
2009-11-01,madrid,1.7,17.28,69.33
2009-11-02,madrid,0.33,11.46,65.25
2009-11-03,madrid,0.03,11.1,72.14
2009-11-04,madrid,0.34,9.87,71.25
2009-11-05,madrid,0.86,7.26,72.14
2009-11-06,madrid,2.11,9.26,84.52
2009-11-07,madrid,0.14,8.88,72.93
2009-11-08,madrid,0.02,7.19,70.99
2009-11-09,madrid,0.06,6.74,69.51
2009-11-10,madrid,0.04,7.44,83.09
2009-11-11,madrid,0.08,9.74,80.5
2009-11-12,madrid,0.0,9.34,76.5
2009-11-13,madrid,0.0,8.77,70.71
2009-11-14,madrid,0.54,9.65,84.22
2009-11-15,madrid,0.13,10.75,84.75
2009-11-16,madrid,0.0,12.82,82.14
2009-11-17,madrid,0.07,10.47,77.02
2009-11-18,madrid,0.0,11.64,72.46
2009-11-19,madrid,0.0,10.22,76.41
2009-11-20,madrid,0.0,10.36,74.4
2009-11-21,madrid,0.04,9.49,78.78
2009-11-22,madrid,0.04,7.63,76.65
2009-11-23,madrid,0.0,7.61,73.23
2009-11-24,madrid,0.0,7.08,65.65
2009-11-25,madrid,0.02,6.23,79.05
2009-11-26,madrid,2.24,7.05,94.96
2009-11-27,madrid,0.32,4.73,89.09
2009-11-28,madrid,0.15,4.56,85.7
2009-11-29,madrid,12.12,4.73,87.74
2009-11-30,madrid,0.45,2.4,82.22
2009-12-01,madrid,0.41,3.29,84.84
2009-12-02,madrid,2.98,6.34,97.6
2009-12-03,madrid,2.22,5.54,85.04
2009-12-04,madrid,0.0,4.71,81.68
2009-12-05,madrid,0.01,3.32,92.01
2009-12-06,madrid,0.71,5.52,92.26
2009-12-07,madrid,3.24,7.1,97.18
2009-12-08,madrid,0.1,5.78,78.61
2009-12-09,madrid,0.0,4.86,81.82
2009-12-10,madrid,0.0,6.71,77.11
2009-12-11,madrid,0.0,6.22,78.93
2009-12-12,madrid,0.0,6.07,59.72
2009-12-13,madrid,0.03,1.65,62.84
2009-12-14,madrid,0.77,-1.22,68.09
2009-12-15,madrid,0.22,-1.33,71.86
2009-12-16,madrid,3.09,-0.53,85.37
2009-12-17,madrid,1.42,4.71,91.62
2009-12-18,madrid,0.23,0.51,80.53
2009-12-19,madrid,0.0,-2.56,68.04
2009-12-20,madrid,0.42,-3.04,62.28
2009-12-21,madrid,8.24,2.2,95.53
2009-12-22,madrid,7.17,5.78,97.86
2009-12-23,madrid,21.7,5.72,93.93
2009-12-24,madrid,7.19,9.14,92.17
2009-12-25,madrid,6.21,3.0,84.96
2009-12-26,madrid,4.24,4.6,92.8
2009-12-27,madrid,0.05,0.87,90.26
2009-12-28,madrid,6.77,6.82,98.57
2009-12-29,madrid,13.44,11.12,95.15
2009-12-30,madrid,5.91,8.93,90.53
2009-12-31,madrid,6.8,5.58,91.34
2010-01-01,madrid,1.66,2.82,92.77
2010-01-02,madrid,0.09,2.65,93.17
2010-01-03,madrid,2.64,3.86,97.05
2010-01-04,madrid,9.05,6.13,98.21
2010-01-05,madrid,1.47,6.1,88.74
2010-01-06,madrid,1.25,1.35,82.3
2010-01-07,madrid,7.89,-0.02,85.2
2010-01-08,madrid,0.45,-1.8,73.65
2010-01-09,madrid,0.11,-3.55,80.46
2010-01-10,madrid,2.7,-3.7,84.09
2010-01-11,madrid,0.21,-2.01,93.11
2010-01-12,madrid,7.04,0.59,99.12
2010-01-13,madrid,5.95,1.97,99.09
2010-01-14,madrid,0.86,4.82,85.14
2010-01-15,madrid,0.01,2.49,87.17
2010-01-16,madrid,1.55,4.36,95.83
2010-01-17,madrid,1.83,7.48,97.44
2010-01-18,madrid,0.04,6.56,93.77
2010-01-19,madrid,1.15,7.45,95.68
2010-01-20,madrid,0.33,4.14,85.43
2010-01-21,madrid,0.0,3.11,85.84
2010-01-22,madrid,0.04,5.2,83.42
2010-01-23,madrid,1.08,5.53,84.26
2010-01-24,madrid,1.58,5.05,88.68
2010-01-25,madrid,0.1,1.59,78.25
2010-01-26,madrid,2.32,1.47,76.84
2010-01-27,madrid,0.02,-1.12,72.28
2010-01-28,madrid,0.0,0.3,72.04
2010-01-29,madrid,0.0,2.11,86.71
2010-01-30,madrid,0.03,2.34,85.74
2010-01-31,madrid,0.04,2.47,87.0
2010-02-01,madrid,0.02,1.61,75.24
2010-02-02,madrid,0.0,1.66,68.33
2010-02-03,madrid,0.04,3.4,72.67
2010-02-04,madrid,6.5,5.15,94.91
2010-02-05,madrid,1.06,5.19,87.56
2010-02-06,madrid,0.01,5.51,86.42
2010-02-07,madrid,0.0,5.06,87.89
2010-02-08,madrid,7.67,4.48,95.08
2010-02-09,madrid,0.8,3.21,83.94
2010-02-10,madrid,0.14,-0.01,81.06
2010-02-11,madrid,0.03,-1.75,72.01
2010-02-12,madrid,0.0,-0.45,70.21
2010-02-13,madrid,0.0,-1.16,70.51
2010-02-14,madrid,0.0,-1.25,73.28
2010-02-15,madrid,8.87,-0.24,89.37
2010-02-16,madrid,14.35,1.59,97.38
2010-02-17,madrid,8.2,4.0,95.21
2010-02-18,madrid,1.43,2.03,91.34
2010-02-19,madrid,0.4,1.95,79.84
2010-02-20,madrid,0.17,1.06,82.56
2010-02-21,madrid,6.65,2.69,97.9
2010-02-22,madrid,6.03,7.56,89.28
2010-02-23,madrid,8.51,7.66,89.99
2010-02-24,madrid,1.63,7.98,87.97
2010-02-25,madrid,6.34,8.35,93.32
2010-02-26,madrid,0.13,6.34,84.69
2010-02-27,madrid,4.46,10.5,86.11
2010-02-28,madrid,1.64,6.08,79.9
2010-03-01,madrid,0.86,6.0,82.45
2010-03-02,madrid,2.17,5.79,79.41
2010-03-03,madrid,4.33,6.88,88.32
2010-03-04,madrid,0.77,7.73,85.2
2010-03-05,madrid,13.19,5.35,86.99
2010-03-06,madrid,10.2,2.29,88.66
2010-03-07,madrid,5.04,3.2,91.46
2010-03-08,madrid,0.45,-1.26,73.37
2010-03-09,madrid,0.0,-0.15,67.54
2010-03-10,madrid,0.0,-0.33,73.84
2010-03-11,madrid,0.0,0.36,74.18
2010-03-12,madrid,0.35,0.92,75.26
2010-03-13,madrid,0.0,2.07,75.66
2010-03-14,madrid,0.0,3.45,69.97
2010-03-15,madrid,0.0,5.17,60.9
2010-03-16,madrid,0.0,6.61,60.25
2010-03-17,madrid,0.0,7.28,68.09
2010-03-18,madrid,0.02,8.52,83.02
2010-03-19,madrid,1.57,11.28,89.53
2010-03-20,madrid,0.12,11.11,87.66
2010-03-21,madrid,1.44,9.87,86.72
2010-03-22,madrid,0.11,11.2,75.04
2010-03-23,madrid,0.15,10.39,79.86
2010-03-24,madrid,3.81,9.88,88.58
2010-03-25,madrid,6.99,7.81,89.47
2010-03-26,madrid,0.43,6.46,81.4
2010-03-27,madrid,0.06,8.37,70.89
2010-03-28,madrid,0.0,9.75,69.82
2010-03-29,madrid,3.39,8.97,86.06
2010-03-30,madrid,0.74,6.93,77.27
2010-03-31,madrid,0.63,6.39,77.22
2010-04-01,madrid,0.13,6.22,72.08
2010-04-02,madrid,0.02,7.12,71.84
2010-04-03,madrid,2.08,6.48,85.65
2010-04-04,madrid,0.1,7.4,66.82
2010-04-05,madrid,0.0,7.29,71.63
2010-04-06,madrid,0.12,9.55,70.97
2010-04-07,madrid,0.51,9.37,72.51
2010-04-08,madrid,0.0,8.24,69.67
2010-04-09,madrid,0.0,8.7,67.91
2010-04-10,madrid,0.0,10.18,66.6
2010-04-11,madrid,0.0,11.37,60.9
2010-04-12,madrid,0.51,9.56,69.88
2010-04-13,madrid,5.86,6.6,83.83
2010-04-14,madrid,5.66,9.41,84.11
2010-04-15,madrid,9.18,9.76,88.04
2010-04-16,madrid,3.56,10.81,86.47
2010-04-17,madrid,6.39,9.42,89.85
2010-04-18,madrid,4.34,9.93,87.5
2010-04-19,madrid,0.28,11.59,80.23
2010-04-20,madrid,0.0,13.29,71.51
2010-04-21,madrid,0.98,13.38,70.02
2010-04-22,madrid,3.63,13.33,78.18
2010-04-23,madrid,1.62,13.61,74.98
2010-04-24,madrid,0.63,14.96,71.59
2010-04-25,madrid,0.44,16.9,64.66
2010-04-26,madrid,0.1,17.74,66.56
2010-04-27,madrid,0.0,19.4,57.29
2010-04-28,madrid,0.0,18.24,70.24
2010-04-29,madrid,0.99,16.95,74.86
2010-04-30,madrid,0.09,15.7,75.65
2010-05-01,madrid,0.02,15.17,69.89
2010-05-02,madrid,0.23,14.21,70.77
2010-05-03,madrid,0.86,8.37,66.73
2010-05-04,madrid,0.72,5.89,63.58
2010-05-05,madrid,0.01,7.55,62.63
2010-05-06,madrid,0.02,8.95,62.63
2010-05-07,madrid,2.41,9.86,71.52
2010-05-08,madrid,4.32,11.05,75.6
2010-05-09,madrid,15.14,11.97,82.61
2010-05-10,madrid,1.44,10.56,78.33
2010-05-11,madrid,0.64,10.44,70.89
2010-05-12,madrid,2.36,9.72,75.23
2010-05-13,madrid,4.06,7.75,76.36
2010-05-14,madrid,1.67,7.43,70.87
2010-05-15,madrid,0.57,9.07,68.64
2010-05-16,madrid,0.0,10.38,61.99
2010-05-17,madrid,0.0,13.46,60.28
2010-05-18,madrid,0.0,15.74,57.08
2010-05-19,madrid,0.0,16.82,57.47
2010-05-20,madrid,0.0,15.92,57.4
2010-05-21,madrid,0.0,18.02,55.23
2010-05-22,madrid,0.0,18.36,56.11
2010-05-23,madrid,0.36,19.2,64.12
2010-05-24,madrid,0.2,19.37,64.64
2010-05-25,madrid,0.0,16.89,63.02
2010-05-26,madrid,0.0,16.98,62.57
2010-05-27,madrid,0.45,16.09,62.22
2010-05-28,madrid,2.52,15.46,69.04
2010-05-29,madrid,0.0,18.16,57.7
2010-05-30,madrid,0.0,20.7,57.63
2010-05-31,madrid,0.0,22.5,58.31
2010-06-01,madrid,0.0,23.59,56.28
2010-06-02,madrid,0.0,21.57,55.27
2010-06-03,madrid,0.0,22.7,51.97
2010-06-04,madrid,0.0,23.84,45.49
2010-06-05,madrid,0.0,24.43,47.31
2010-06-06,madrid,0.0,23.19,48.3
2010-06-07,madrid,0.0,21.56,52.92
2010-06-08,madrid,1.49,18.04,60.16
2010-06-09,madrid,11.15,14.17,82.97
2010-06-10,madrid,3.28,13.63,70.97
2010-06-11,madrid,2.45,14.34,69.61
2010-06-12,madrid,8.63,13.87,74.78
2010-06-13,madrid,3.71,16.37,68.19
2010-06-14,madrid,0.65,17.02,63.16
2010-06-15,madrid,0.59,13.29,59.46
2010-06-16,madrid,0.63,12.4,68.05
2010-06-17,madrid,0.02,15.41,61.54
2010-06-18,madrid,1.31,18.31,58.15
2010-06-19,madrid,0.25,17.86,56.52
2010-06-20,madrid,0.0,16.31,51.99
2010-06-21,madrid,0.0,16.33,48.28
2010-06-22,madrid,0.0,20.81,44.46
2010-06-23,madrid,0.0,22.84,41.79
2010-06-24,madrid,0.3,24.46,45.33
2010-06-25,madrid,7.04,23.24,61.22
2010-06-26,madrid,6.96,22.5,59.64
2010-06-27,madrid,4.01,22.82,52.84
2010-06-28,madrid,0.23,23.09,45.32
2010-06-29,madrid,0.72,23.57,52.35
2010-06-30,madrid,0.0,25.28,49.05
2010-07-01,madrid,0.02,26.35,44.42
2010-07-02,madrid,2.78,24.57,54.54
2010-07-03,madrid,6.1,22.74,57.66
2010-07-04,madrid,0.0,25.4,50.87
2010-07-05,madrid,0.0,26.25,48.54
2010-07-06,madrid,0.0,26.58,41.65
2010-07-07,madrid,1.14,27.2,46.55
2010-07-08,madrid,0.22,27.9,41.25
2010-07-09,madrid,0.0,27.03,42.18
2010-07-10,madrid,0.0,27.52,42.4
2010-07-11,madrid,0.0,28.4,37.45
2010-07-12,madrid,0.0,26.95,30.37
2010-07-13,madrid,0.0,25.37,34.49
2010-07-14,madrid,0.0,24.48,35.51
2010-07-15,madrid,0.0,24.15,28.36
2010-07-16,madrid,0.0,25.13,29.66
2010-07-17,madrid,0.0,26.57,37.89
2010-07-18,madrid,0.0,27.53,39.4
2010-07-19,madrid,0.0,29.1,26.44
2010-07-20,madrid,0.0,27.77,29.55
2010-07-21,madrid,0.0,26.08,35.02
2010-07-22,madrid,0.0,25.46,39.97
2010-07-23,madrid,0.0,23.93,39.83
2010-07-24,madrid,0.0,24.32,36.01
2010-07-25,madrid,0.0,24.61,33.26
2010-07-26,madrid,0.0,24.91,35.24
2010-07-27,madrid,0.0,25.89,36.49
2010-07-28,madrid,0.0,27.97,31.44
2010-07-29,madrid,0.0,27.26,36.93
2010-07-30,madrid,0.0,26.15,35.87
2010-07-31,madrid,0.0,28.09,32.43
2010-08-01,madrid,0.0,28.34,25.17
2010-08-02,madrid,0.0,26.68,29.71
2010-08-03,madrid,0.0,24.02,39.15
2010-08-04,madrid,0.0,24.93,38.2
2010-08-05,madrid,0.0,24.18,36.65
2010-08-06,madrid,0.0,24.24,33.39
2010-08-07,madrid,0.02,27.42,40.71
2010-08-08,madrid,0.62,27.37,38.37
2010-08-09,madrid,0.81,28.03,39.03
2010-08-10,madrid,0.04,28.93,32.43
2010-08-11,madrid,0.0,26.94,24.88
2010-08-12,madrid,0.0,25.01,35.66
2010-08-13,madrid,0.0,21.36,41.43
2010-08-14,madrid,0.0,19.64,39.34
2010-08-15,madrid,0.0,21.56,36.01
2010-08-16,madrid,0.16,21.5,50.86
2010-08-17,madrid,0.13,22.47,52.87
2010-08-18,madrid,0.19,24.4,40.69
2010-08-19,madrid,3.28,22.93,45.88
2010-08-20,madrid,0.02,25.34,45.8
2010-08-21,madrid,0.0,27.09,40.3
2010-08-22,madrid,0.0,27.0,37.79
2010-08-23,madrid,0.0,26.23,30.99
2010-08-24,madrid,0.0,24.83,43.02
2010-08-25,madrid,0.0,27.03,29.6
2010-08-26,madrid,0.0,27.26,29.66
2010-08-27,madrid,0.0,26.39,26.26
2010-08-28,madrid,0.0,24.88,35.93
2010-08-29,madrid,0.0,24.52,31.44
2010-08-30,madrid,0.0,24.23,26.23
2010-08-31,madrid,0.0,23.6,37.98
2010-09-01,madrid,9.48,22.52,60.66
2010-09-02,madrid,2.46,21.38,64.56
2010-09-03,madrid,0.0,22.68,52.85
2010-09-04,madrid,0.0,24.04,44.44
2010-09-05,madrid,0.0,25.68,41.3
2010-09-06,madrid,0.0,25.41,34.31
2010-09-07,madrid,0.06,19.59,50.74
2010-09-08,madrid,0.0,17.36,46.68
2010-09-09,madrid,0.0,18.85,45.49
2010-09-10,madrid,0.0,20.66,40.82
2010-09-11,madrid,0.0,21.4,39.23
2010-09-12,madrid,0.0,23.0,36.91
2010-09-13,madrid,0.0,23.32,43.97
2010-09-14,madrid,0.0,22.94,29.35
2010-09-15,madrid,0.02,23.5,36.21
2010-09-16,madrid,4.24,19.48,66.88
2010-09-17,madrid,15.94,17.62,74.7
2010-09-18,madrid,0.96,17.68,64.04
2010-09-19,madrid,0.0,18.99,56.64
2010-09-20,madrid,0.64,17.26,73.68
2010-09-21,madrid,0.01,19.12,65.51
2010-09-22,madrid,0.0,19.48,58.75
2010-09-23,madrid,0.08,18.26,65.65
2010-09-24,madrid,0.08,17.1,62.0
2010-09-25,madrid,0.0,14.43,56.72
2010-09-26,madrid,0.0,13.32,55.76
2010-09-27,madrid,0.0,13.73,51.86
2010-09-28,madrid,0.0,15.79,46.14
2010-09-29,madrid,0.0,17.36,42.97
2010-09-30,madrid,0.0,17.44,51.89
2010-10-01,madrid,0.0,17.41,51.48
2010-10-02,madrid,0.0,17.08,42.53
2010-10-03,madrid,6.45,13.74,67.84
2010-10-04,madrid,0.26,13.61,63.33
2010-10-05,madrid,0.0,13.84,53.19
2010-10-06,madrid,0.0,16.21,47.17
2010-10-07,madrid,0.76,16.85,71.35
2010-10-08,madrid,0.12,17.24,69.18
2010-10-09,madrid,20.39,14.09,86.4
2010-10-10,madrid,1.44,11.56,74.86
2010-10-11,madrid,1.07,12.0,72.19
2010-10-12,madrid,0.34,12.67,73.63
2010-10-13,madrid,0.03,14.28,69.86
2010-10-14,madrid,0.0,13.59,56.85
2010-10-15,madrid,0.0,11.34,57.17
2010-10-16,madrid,0.0,10.03,64.28
2010-10-17,madrid,0.0,9.19,65.39
2010-10-18,madrid,0.0,7.87,58.67
2010-10-19,madrid,0.0,9.59,55.09
2010-10-20,madrid,0.0,11.45,48.48
2010-10-21,madrid,0.0,10.71,61.28
2010-10-22,madrid,0.0,10.36,62.73
2010-10-23,madrid,0.0,12.53,55.73
2010-10-24,madrid,0.02,12.23,69.09
2010-10-25,madrid,0.01,8.92,61.32
2010-10-26,madrid,0.0,8.21,46.18
2010-10-27,madrid,0.0,11.08,37.25
2010-10-28,madrid,0.0,12.5,38.12
2010-10-29,madrid,5.61,10.87,66.32
2010-10-30,madrid,10.93,8.97,88.06
2010-10-31,madrid,3.67,9.5,81.98
2010-11-01,madrid,3.13,10.15,77.23
2010-11-02,madrid,0.0,10.66,74.98
2010-11-03,madrid,0.0,11.97,73.63
2010-11-04,madrid,0.0,13.53,73.15
2010-11-05,madrid,0.0,12.5,74.54
2010-11-06,madrid,0.0,11.3,77.01
2010-11-07,madrid,0.43,8.16,79.85
2010-11-08,madrid,3.54,7.67,78.0
2010-11-09,madrid,4.49,8.14,73.48
2010-11-10,madrid,0.21,6.17,76.25
2010-11-11,madrid,0.0,7.06,78.42
2010-11-12,madrid,0.0,8.52,86.74
2010-11-13,madrid,0.02,7.36,87.05
2010-11-14,madrid,4.82,6.22,93.31
2010-11-15,madrid,1.44,3.73,82.81
2010-11-16,madrid,0.0,3.73,76.13
2010-11-17,madrid,5.73,4.31,82.62
2010-11-18,madrid,0.0,4.62,76.53
2010-11-19,madrid,0.53,5.23,80.63
2010-11-20,madrid,6.46,6.35,81.49
2010-11-21,madrid,1.49,5.99,84.22
2010-11-22,madrid,0.81,4.67,83.74
2010-11-23,madrid,0.11,5.1,80.03
2010-11-24,madrid,0.0,4.5,74.93
2010-11-25,madrid,0.0,2.12,74.5
2010-11-26,madrid,0.0,1.39,74.5
2010-11-27,madrid,0.0,1.04,71.15
2010-11-28,madrid,0.0,0.55,66.98
2010-11-29,madrid,3.75,0.28,80.34
2010-11-30,madrid,1.26,1.59,93.63
2010-12-01,madrid,1.15,1.89,89.8
2010-12-02,madrid,1.0,0.47,79.38
2010-12-03,madrid,1.29,-0.24,77.43
2010-12-04,madrid,1.22,-1.06,73.79
2010-12-05,madrid,2.78,3.56,94.2
2010-12-06,madrid,10.85,10.8,92.4
2010-12-07,madrid,13.13,11.16,96.12
2010-12-08,madrid,5.29,10.82,91.87
2010-12-09,madrid,0.94,10.56,92.37
2010-12-10,madrid,0.0,8.87,78.27
2010-12-11,madrid,0.0,8.8,83.08
2010-12-12,madrid,0.0,8.3,84.06
2010-12-13,madrid,0.37,8.14,88.73
2010-12-14,madrid,0.1,3.76,70.83
2010-12-15,madrid,0.0,-0.59,71.1
2010-12-16,madrid,0.0,-1.54,65.13
2010-12-17,madrid,0.0,-0.17,66.24
2010-12-18,madrid,1.72,0.45,86.59
2010-12-19,madrid,0.91,3.4,84.47
2010-12-20,madrid,6.22,2.3,93.7
2010-12-21,madrid,11.59,7.91,96.91
2010-12-22,madrid,18.3,7.53,93.34
2010-12-23,madrid,3.8,3.17,85.72
2010-12-24,madrid,0.14,-0.89,83.15
2010-12-25,madrid,0.0,-1.14,81.11
2010-12-26,madrid,0.0,-0.48,55.83
2010-12-27,madrid,0.0,0.39,64.3
2010-12-28,madrid,0.0,2.41,85.81
2010-12-29,madrid,0.0,4.8,79.52
2010-12-30,madrid,2.63,3.57,91.85
2010-12-31,madrid,0.9,5.84,97.04
2011-01-01,madrid,0.17,5.45,92.8
2011-01-02,madrid,0.46,3.85,90.34
2011-01-03,madrid,0.0,2.34,84.78
2011-01-04,madrid,0.86,2.8,97.61
2011-01-05,madrid,1.29,5.34,95.26
2011-01-06,madrid,2.54,9.76,95.79
2011-01-07,madrid,6.29,8.25,96.02
2011-01-08,madrid,9.91,7.58,94.26
2011-01-09,madrid,5.18,6.23,91.12
2011-01-10,madrid,4.07,4.98,87.41
2011-01-11,madrid,2.4,6.77,91.8
2011-01-12,madrid,0.0,6.77,88.47
2011-01-13,madrid,0.0,6.34,86.59
2011-01-14,madrid,0.0,7.06,79.94
2011-01-15,madrid,0.0,5.59,81.94
2011-01-16,madrid,0.0,4.39,89.45
2011-01-17,madrid,0.0,5.0,90.42
2011-01-18,madrid,0.14,5.09,91.36
2011-01-19,madrid,0.35,5.24,88.34
2011-01-20,madrid,0.0,3.91,80.66
2011-01-21,madrid,0.0,-1.33,65.51
2011-01-22,madrid,0.0,-1.49,64.51
2011-01-23,madrid,0.0,-2.39,66.61
2011-01-24,madrid,0.0,-1.77,70.22
2011-01-25,madrid,0.0,-0.71,70.48
2011-01-26,madrid,0.02,0.66,84.38
2011-01-27,madrid,1.55,1.01,97.0
2011-01-28,madrid,6.13,1.75,96.92
2011-01-29,madrid,1.02,1.83,89.77
2011-01-30,madrid,1.63,1.06,88.91
2011-01-31,madrid,0.04,0.03,80.22
2011-02-01,madrid,0.0,0.46,81.75
2011-02-02,madrid,0.0,1.88,81.21
2011-02-03,madrid,0.0,3.1,82.27
2011-02-04,madrid,0.0,4.32,79.75
2011-02-05,madrid,0.0,6.87,58.24
2011-02-06,madrid,0.0,7.77,56.81
2011-02-07,madrid,0.0,7.64,54.6
2011-02-08,madrid,0.0,6.43,60.8
2011-02-09,madrid,0.0,5.89,76.46
2011-02-10,madrid,0.0,6.41,74.19
2011-02-11,madrid,0.0,6.32,78.42
2011-02-12,madrid,0.02,5.19,81.51
2011-02-13,madrid,2.62,4.28,94.44
2011-02-14,madrid,1.98,2.57,82.03
2011-02-15,madrid,6.05,4.92,91.21
2011-02-16,madrid,4.56,3.01,95.5
2011-02-17,madrid,5.3,3.5,87.04
2011-02-18,madrid,0.26,4.61,83.34
2011-02-19,madrid,8.67,5.86,95.76
2011-02-20,madrid,0.92,7.27,83.06
2011-02-21,madrid,1.85,6.28,86.1
2011-02-22,madrid,0.58,8.51,84.98
2011-02-23,madrid,0.0,8.3,74.6
2011-02-24,madrid,0.0,9.22,74.57
2011-02-25,madrid,0.0,9.78,69.78
2011-02-26,madrid,0.0,10.15,72.35
2011-02-27,madrid,0.07,5.41,72.08
2011-02-28,madrid,0.67,2.48,77.44
2011-03-01,madrid,0.12,1.94,75.88
2011-03-02,madrid,0.06,2.92,76.79
2011-03-03,madrid,0.65,1.7,77.71
2011-03-04,madrid,9.12,1.74,87.93
2011-03-05,madrid,3.54,4.02,79.22
2011-03-06,madrid,0.01,5.3,70.18
2011-03-07,madrid,0.0,6.43,74.08
2011-03-08,madrid,0.31,5.48,81.6
2011-03-09,madrid,0.11,6.82,82.88
2011-03-10,madrid,0.0,7.72,73.97
2011-03-11,madrid,5.43,4.32,85.24
2011-03-12,madrid,3.08,7.11,88.52
2011-03-13,madrid,1.67,6.89,87.51
2011-03-14,madrid,10.15,8.13,88.59
2011-03-15,madrid,1.0,7.14,83.29
2011-03-16,madrid,5.87,6.18,85.22
2011-03-17,madrid,0.55,7.78,80.23
2011-03-18,madrid,0.0,8.4,70.9
2011-03-19,madrid,0.0,9.42,68.29
2011-03-20,madrid,0.0,9.76,62.95
2011-03-21,madrid,0.25,8.42,77.95
2011-03-22,madrid,0.06,6.9,74.13
2011-03-23,madrid,7.03,6.79,79.47
2011-03-24,madrid,3.36,7.01,89.21
2011-03-25,madrid,2.35,9.36,84.5
2011-03-26,madrid,2.29,10.41,85.44
2011-03-27,madrid,4.85,8.16,85.42
2011-03-28,madrid,0.33,8.09,83.03
2011-03-29,madrid,1.14,9.56,78.51
2011-03-30,madrid,0.27,10.91,81.72
2011-03-31,madrid,0.0,12.82,75.34
2011-04-01,madrid,0.0,14.07,69.93
2011-04-02,madrid,0.01,12.24,76.23
2011-04-03,madrid,5.85,11.89,86.45
2011-04-04,madrid,1.86,13.65,79.26
2011-04-05,madrid,0.0,14.53,71.52
2011-04-06,madrid,0.0,14.66,65.95
2011-04-07,madrid,0.0,17.29,55.93
2011-04-08,madrid,0.0,17.28,51.33
2011-04-09,madrid,0.0,18.13,54.38
2011-04-10,madrid,0.0,15.3,67.89
2011-04-11,madrid,0.0,13.36,68.16
2011-04-12,madrid,0.0,13.81,65.93
2011-04-13,madrid,0.0,15.83,57.52
2011-04-14,madrid,0.0,16.75,49.2
2011-04-15,madrid,0.0,12.6,53.96
2011-04-16,madrid,0.0,12.3,66.97
2011-04-17,madrid,0.0,12.48,67.32
2011-04-18,madrid,0.02,12.89,64.4
2011-04-19,madrid,0.78,13.39,75.83
2011-04-20,madrid,7.28,13.76,78.41
2011-04-21,madrid,31.27,12.66,82.84
2011-04-22,madrid,8.16,9.6,84.43
2011-04-23,madrid,2.64,9.95,82.04
2011-04-24,madrid,0.57,11.94,74.55
2011-04-25,madrid,0.67,12.69,74.03
2011-04-26,madrid,0.05,12.79,72.46
2011-04-27,madrid,0.0,14.25,65.69
2011-04-28,madrid,0.18,15.11,65.61
2011-04-29,madrid,2.36,13.15,76.16
2011-04-30,madrid,4.56,11.7,83.13
2011-05-01,madrid,1.72,13.12,75.77
2011-05-02,madrid,2.89,14.23,73.89
2011-05-03,madrid,0.03,15.28,66.01
2011-05-04,madrid,0.01,14.36,65.25
2011-05-05,madrid,0.02,15.74,58.63
2011-05-06,madrid,2.23,15.98,70.54
