date,city,prectot,t2m,rh2m
2008-01-01,barcelona,0.0,8.01,65.51
2008-01-02,barcelona,2.1,8.65,70.18
2008-01-03,barcelona,13.26,9.28,91.32
2008-01-04,barcelona,1.24,8.97,85.6
2008-01-05,barcelona,1.01,10.08,83.02
2008-01-06,barcelona,0.0,12.41,81.25
2008-01-07,barcelona,0.0,12.39,83.51
2008-01-08,barcelona,0.0,11.48,84.11
2008-01-09,barcelona,0.04,11.99,90.44
2008-01-10,barcelona,0.25,11.61,92.02
2008-01-11,barcelona,2.5,11.83,91.15
2008-01-12,barcelona,0.01,8.92,67.43
2008-01-13,barcelona,0.0,9.56,70.55
2008-01-14,barcelona,0.1,9.9,86.3
2008-01-15,barcelona,0.02,10.18,77.54
2008-01-16,barcelona,0.61,9.83,79.48
2008-01-17,barcelona,0.11,9.62,72.65
2008-01-18,barcelona,0.05,11.88,82.36
2008-01-19,barcelona,0.0,11.93,85.94
2008-01-20,barcelona,0.0,10.72,84.9
2008-01-21,barcelona,0.0,10.5,74.17
2008-01-22,barcelona,0.0,11.76,68.94
2008-01-23,barcelona,0.0,11.43,70.26
2008-01-24,barcelona,0.0,10.72,73.94
2008-01-25,barcelona,0.0,11.49,76.01
2008-01-26,barcelona,0.0,10.3,66.52
2008-01-27,barcelona,0.0,11.37,58.93
2008-01-28,barcelona,0.0,12.42,56.08
2008-01-29,barcelona,0.0,10.53,68.83
2008-01-30,barcelona,0.13,8.75,81.85
2008-01-31,barcelona,0.05,9.71,76.85
2008-02-01,barcelona,0.31,8.63,71.7
2008-02-02,barcelona,0.3,8.89,71.83
2008-02-03,barcelona,8.95,9.88,87.18
2008-02-04,barcelona,6.21,11.18,75.03
2008-02-05,barcelona,0.0,10.7,72.15
2008-02-06,barcelona,0.0,11.23,71.08
2008-02-07,barcelona,0.0,12.39,66.21
2008-02-08,barcelona,0.0,10.55,79.4
2008-02-09,barcelona,0.0,10.15,78.31
2008-02-10,barcelona,0.0,10.55,68.85
2008-02-11,barcelona,0.0,9.69,73.58
2008-02-12,barcelona,0.02,9.1,74.83
2008-02-13,barcelona,0.05,9.74,74.49
2008-02-14,barcelona,0.29,10.24,77.54
2008-02-15,barcelona,0.01,9.45,79.78
2008-02-16,barcelona,0.0,9.81,72.93
2008-02-17,barcelona,0.01,9.71,79.4
2008-02-18,barcelona,1.97,9.63,81.25
2008-02-19,barcelona,3.28,10.76,88.89
2008-02-20,barcelona,2.41,11.02,89.84
2008-02-21,barcelona,0.03,11.28,83.15
2008-02-22,barcelona,0.03,12.76,77.89
2008-02-23,barcelona,0.0,12.53,82.42
2008-02-24,barcelona,0.15,11.83,88.13
2008-02-25,barcelona,3.03,12.71,91.73
2008-02-26,barcelona,0.08,12.9,87.08
2008-02-27,barcelona,0.01,12.69,89.25
2008-02-28,barcelona,0.12,12.51,88.32
2008-02-29,barcelona,0.14,13.46,84.76
2008-03-01,barcelona,0.0,13.42,75.28
2008-03-02,barcelona,0.0,13.93,70.95
2008-03-03,barcelona,1.06,13.4,77.24
2008-03-04,barcelona,1.13,10.72,64.19
2008-03-05,barcelona,0.06,7.02,47.38
2008-03-06,barcelona,0.01,7.42,47.53
2008-03-07,barcelona,0.64,9.13,58.36
2008-03-08,barcelona,0.0,9.92,71.68
2008-03-09,barcelona,7.17,11.35,81.49
2008-03-10,barcelona,0.21,10.24,76.24
2008-03-11,barcelona,0.05,12.8,72.24
2008-03-12,barcelona,0.01,13.55,74.74
2008-03-13,barcelona,0.0,12.31,86.91
2008-03-14,barcelona,0.0,13.32,80.73
2008-03-15,barcelona,0.0,12.73,86.0
2008-03-16,barcelona,0.0,12.98,71.46
2008-03-17,barcelona,0.01,11.86,80.27
2008-03-18,barcelona,0.33,11.44,79.4
2008-03-19,barcelona,1.91,10.93,70.47
2008-03-20,barcelona,0.2,9.74,54.78
2008-03-21,barcelona,0.06,11.47,64.02
2008-03-22,barcelona,13.24,9.97,75.32
2008-03-23,barcelona,1.24,7.72,57.03
2008-03-24,barcelona,0.67,10.37,63.34
2008-03-25,barcelona,0.01,11.38,75.46
2008-03-26,barcelona,1.88,11.72,69.41
2008-03-27,barcelona,0.68,9.94,73.88
2008-03-28,barcelona,0.01,10.77,83.86
2008-03-29,barcelona,0.01,11.91,82.64
2008-03-30,barcelona,8.73,12.95,84.18
2008-03-31,barcelona,4.5,11.8,63.5
2008-04-01,barcelona,0.0,13.18,53.82
2008-04-02,barcelona,0.0,14.43,65.44
2008-04-03,barcelona,0.0,14.32,65.5
2008-04-04,barcelona,0.0,12.84,60.88
2008-04-05,barcelona,0.0,13.06,77.03
2008-04-06,barcelona,0.03,13.16,77.92
2008-04-07,barcelona,0.06,10.91,68.68
2008-04-08,barcelona,0.02,14.42,76.76
2008-04-09,barcelona,0.6,15.18,85.31
2008-04-10,barcelona,0.45,15.49,78.8
2008-04-11,barcelona,5.32,11.82,80.15
2008-04-12,barcelona,0.13,11.72,66.78
2008-04-13,barcelona,0.39,12.88,74.72
2008-04-14,barcelona,2.26,11.87,71.34
2008-04-15,barcelona,0.0,11.57,69.43
2008-04-16,barcelona,0.03,12.34,72.65
2008-04-17,barcelona,6.8,13.02,75.86
2008-04-18,barcelona,1.99,13.74,76.14
2008-04-19,barcelona,0.03,13.15,73.78
2008-04-20,barcelona,2.74,13.3,87.69
2008-04-21,barcelona,5.78,13.35,70.58
2008-04-22,barcelona,0.4,13.44,68.97
2008-04-23,barcelona,0.25,14.5,68.18
2008-04-24,barcelona,0.04,15.2,71.16
2008-04-25,barcelona,0.01,16.65,66.71
2008-04-26,barcelona,0.0,16.75,67.13
2008-04-27,barcelona,0.0,15.66,76.6
2008-04-28,barcelona,4.26,14.31,90.7
2008-04-29,barcelona,0.05,14.27,73.83
2008-04-30,barcelona,1.55,14.43,74.21
2008-05-01,barcelona,0.0,14.52,68.74
2008-05-02,barcelona,0.0,16.24,63.53
2008-05-03,barcelona,0.0,17.45,55.92
2008-05-04,barcelona,0.0,17.86,59.11
2008-05-05,barcelona,0.08,18.22,65.34
2008-05-06,barcelona,0.1,17.09,77.2
2008-05-07,barcelona,0.0,16.17,76.81
2008-05-08,barcelona,0.01,15.96,79.91
2008-05-09,barcelona,28.36,14.89,87.51
2008-05-10,barcelona,40.26,15.31,88.0
2008-05-11,barcelona,9.27,14.69,83.71
2008-05-12,barcelona,2.89,14.49,81.0
2008-05-13,barcelona,0.01,16.04,71.59
2008-05-14,barcelona,0.26,15.51,81.44
2008-05-15,barcelona,0.15,16.61,86.27
2008-05-16,barcelona,1.63,16.37,86.61
2008-05-17,barcelona,4.1,15.97,86.23
2008-05-18,barcelona,2.09,16.29,79.22
2008-05-19,barcelona,1.47,16.16,75.32
2008-05-20,barcelona,0.09,17.16,67.94
2008-05-21,barcelona,0.0,17.45,70.11
2008-05-22,barcelona,0.89,17.54,76.52
2008-05-23,barcelona,0.66,17.57,81.18
2008-05-24,barcelona,2.69,17.66,85.56
2008-05-25,barcelona,14.25,17.18,88.96
2008-05-26,barcelona,0.31,18.64,72.95
2008-05-27,barcelona,5.68,17.27,80.44
2008-05-28,barcelona,1.73,16.68,81.99
2008-05-29,barcelona,0.0,17.79,73.68
2008-05-30,barcelona,0.01,19.31,71.49
2008-05-31,barcelona,0.93,17.94,85.15
2008-06-01,barcelona,9.72,16.25,87.29
2008-06-02,barcelona,2.46,17.36,80.51
2008-06-03,barcelona,5.19,17.61,77.57
2008-06-04,barcelona,6.89,17.91,79.12
2008-06-05,barcelona,11.54,17.68,81.59
2008-06-06,barcelona,1.92,18.32,71.25
2008-06-07,barcelona,0.56,16.72,72.34
2008-06-08,barcelona,0.2,17.85,61.98
2008-06-09,barcelona,0.13,18.19,75.58
2008-06-10,barcelona,3.34,18.3,81.42
2008-06-11,barcelona,2.98,18.36,83.36
2008-06-12,barcelona,0.24,20.58,71.54
2008-06-13,barcelona,4.66,18.72,79.27
2008-06-14,barcelona,1.68,17.53,76.8
2008-06-15,barcelona,0.2,18.46,81.31
2008-06-16,barcelona,2.08,19.56,83.49
2008-06-17,barcelona,14.06,19.27,78.54
2008-06-18,barcelona,0.0,20.1,73.86
2008-06-19,barcelona,0.0,21.35,71.55
2008-06-20,barcelona,0.0,23.33,65.16
2008-06-21,barcelona,0.0,24.56,59.34
2008-06-22,barcelona,0.0,24.77,53.37
2008-06-23,barcelona,0.0,22.67,69.72
2008-06-24,barcelona,0.0,21.98,78.65
2008-06-25,barcelona,0.02,23.9,64.79
2008-06-26,barcelona,0.02,24.73,65.35
2008-06-27,barcelona,3.27,24.32,69.75
2008-06-28,barcelona,0.0,23.64,67.53
2008-06-29,barcelona,0.0,25.01,64.77
2008-06-30,barcelona,0.0,25.54,61.93
2008-07-01,barcelona,0.0,24.76,66.62
2008-07-02,barcelona,0.14,23.61,80.11
2008-07-03,barcelona,0.04,22.77,74.4
2008-07-04,barcelona,0.0,22.89,64.27
2008-07-05,barcelona,0.0,24.37,74.6
2008-07-06,barcelona,0.02,23.86,75.72
2008-07-07,barcelona,0.26,21.55,68.63
2008-07-08,barcelona,0.0,21.59,67.14
2008-07-09,barcelona,0.0,23.15,74.8
2008-07-10,barcelona,0.0,23.53,79.24
2008-07-11,barcelona,0.07,23.8,79.89
2008-07-12,barcelona,18.17,22.57,77.97
2008-07-13,barcelona,1.53,20.7,70.52
2008-07-14,barcelona,0.7,21.1,64.88
2008-07-15,barcelona,0.0,22.4,58.62
2008-07-16,barcelona,0.0,22.58,59.22
2008-07-17,barcelona,0.0,22.83,66.79
2008-07-18,barcelona,0.0,23.44,69.93
2008-07-19,barcelona,0.0,24.36,73.5
2008-07-20,barcelona,0.29,24.86,72.39
2008-07-21,barcelona,0.02,22.79,72.14
2008-07-22,barcelona,0.24,22.63,59.85
2008-07-23,barcelona,0.04,23.44,68.49
2008-07-24,barcelona,0.02,23.84,74.27
2008-07-25,barcelona,0.0,24.36,73.24
2008-07-26,barcelona,0.0,24.92,68.96
2008-07-27,barcelona,0.0,24.86,68.52
2008-07-28,barcelona,0.0,24.91,74.07
2008-07-29,barcelona,0.0,24.91,69.98
2008-07-30,barcelona,0.0,25.93,65.17
2008-07-31,barcelona,0.0,26.58,65.05
2008-08-01,barcelona,0.01,24.91,70.22
2008-08-02,barcelona,0.01,25.33,62.62
2008-08-03,barcelona,0.0,25.7,63.92
2008-08-04,barcelona,0.01,26.59,66.33
2008-08-05,barcelona,1.4,26.79,64.73
2008-08-06,barcelona,0.31,27.1,60.4
2008-08-07,barcelona,0.03,25.78,69.01
2008-08-08,barcelona,0.05,24.41,67.61
2008-08-09,barcelona,0.07,24.07,67.5
2008-08-10,barcelona,0.0,25.12,74.73
2008-08-11,barcelona,0.13,24.92,79.39
2008-08-12,barcelona,0.05,27.08,68.43
2008-08-13,barcelona,0.0,23.21,62.08
2008-08-14,barcelona,0.43,23.29,60.28
2008-08-15,barcelona,0.87,22.43,60.68
2008-08-16,barcelona,0.06,23.0,63.58
2008-08-17,barcelona,0.78,23.1,70.47
2008-08-18,barcelona,0.01,24.19,73.41
2008-08-19,barcelona,0.38,24.64,73.19
2008-08-20,barcelona,0.02,23.06,68.5
2008-08-21,barcelona,0.0,23.61,72.65
2008-08-22,barcelona,4.02,24.1,76.05
2008-08-23,barcelona,4.89,22.04,71.65
2008-08-24,barcelona,0.81,23.15,74.44
2008-08-25,barcelona,0.55,23.54,67.91
2008-08-26,barcelona,0.01,23.86,64.18
2008-08-27,barcelona,0.0,24.16,58.94
2008-08-28,barcelona,0.16,24.69,59.81
2008-08-29,barcelona,0.0,24.89,61.51
2008-08-30,barcelona,0.0,24.83,65.49
2008-08-31,barcelona,0.97,23.9,74.54
2008-09-01,barcelona,1.07,24.15,68.76
2008-09-02,barcelona,0.05,23.96,76.67
2008-09-03,barcelona,0.01,24.4,79.16
2008-09-04,barcelona,0.09,24.5,73.77
2008-09-05,barcelona,0.0,25.24,72.13
2008-09-06,barcelona,0.48,24.38,60.36
2008-09-07,barcelona,0.2,21.46,64.81
2008-09-08,barcelona,0.0,22.71,63.99
2008-09-09,barcelona,0.03,23.15,76.02
2008-09-10,barcelona,0.49,23.88,74.31
2008-09-11,barcelona,1.06,24.71,69.19
2008-09-12,barcelona,3.09,20.37,69.48
2008-09-13,barcelona,0.76,19.99,55.4
2008-09-14,barcelona,0.0,20.31,52.76
2008-09-15,barcelona,0.0,20.49,60.39
2008-09-16,barcelona,0.0,20.45,64.44
2008-09-17,barcelona,0.0,21.53,75.04
2008-09-18,barcelona,0.84,22.18,78.82
2008-09-19,barcelona,6.71,22.34,73.62
2008-09-20,barcelona,0.05,21.11,72.4
2008-09-21,barcelona,0.83,20.24,68.9
2008-09-22,barcelona,10.53,19.0,75.71
2008-09-23,barcelona,1.81,17.78,69.58
2008-09-24,barcelona,0.23,18.46,64.45
2008-09-25,barcelona,1.74,18.99,63.03
2008-09-26,barcelona,3.04,18.14,64.26
2008-09-27,barcelona,0.46,18.0,72.2
2008-09-28,barcelona,0.0,18.39,66.72
2008-09-29,barcelona,0.0,19.62,61.25
2008-09-30,barcelona,0.0,19.0,66.34
2008-10-01,barcelona,0.0,19.5,63.78
2008-10-02,barcelona,0.01,19.56,64.69
2008-10-03,barcelona,0.35,16.31,71.29
2008-10-04,barcelona,0.0,14.93,51.54
2008-10-05,barcelona,0.0,17.48,61.58
2008-10-06,barcelona,0.0,18.73,75.34
2008-10-07,barcelona,0.99,19.21,78.42
2008-10-08,barcelona,2.93,17.42,67.51
2008-10-09,barcelona,0.72,17.33,66.69
2008-10-10,barcelona,0.0,18.67,74.36
2008-10-11,barcelona,0.0,18.71,86.47
2008-10-12,barcelona,0.11,20.0,91.58
2008-10-13,barcelona,0.32,20.14,93.76
2008-10-14,barcelona,0.06,19.99,79.05
2008-10-15,barcelona,0.0,20.5,75.56
2008-10-16,barcelona,0.04,20.4,74.48
2008-10-17,barcelona,1.37,19.16,77.23
2008-10-18,barcelona,2.35,16.84,82.11
2008-10-19,barcelona,0.04,18.3,78.74
2008-10-20,barcelona,0.13,19.34,89.12
2008-10-21,barcelona,0.7,19.36,83.78
2008-10-22,barcelona,2.05,17.47,72.47
2008-10-23,barcelona,1.09,15.09,68.11
2008-10-24,barcelona,0.22,17.01,71.32
2008-10-25,barcelona,0.01,18.42,66.03
2008-10-26,barcelona,0.0,18.0,61.34
2008-10-27,barcelona,0.0,17.72,74.87
2008-10-28,barcelona,9.71,13.71,77.83
2008-10-29,barcelona,10.8,9.76,71.69
2008-10-30,barcelona,0.14,11.66,71.65
2008-10-31,barcelona,9.98,15.41,82.8
2008-11-01,barcelona,7.86,17.21,80.73
2008-11-02,barcelona,26.34,15.23,86.57
2008-11-03,barcelona,0.04,12.29,70.71
2008-11-04,barcelona,0.92,13.95,68.08
2008-11-05,barcelona,0.29,13.01,65.05
2008-11-06,barcelona,0.49,13.83,68.23
2008-11-07,barcelona,0.01,14.22,71.61
2008-11-08,barcelona,0.14,14.61,73.43
2008-11-09,barcelona,0.0,14.37,69.64
2008-11-10,barcelona,0.0,14.54,83.43
2008-11-11,barcelona,0.06,15.73,79.16
2008-11-12,barcelona,3.06,12.46,80.38
2008-11-13,barcelona,0.1,12.13,60.21
2008-11-14,barcelona,0.02,12.43,50.63
2008-11-15,barcelona,0.0,12.84,58.19
2008-11-16,barcelona,0.0,13.14,65.58
2008-11-17,barcelona,0.0,13.81,63.63
2008-11-18,barcelona,0.07,12.25,80.41
2008-11-19,barcelona,0.01,12.8,69.24
2008-11-20,barcelona,0.0,12.36,73.83
2008-11-21,barcelona,0.0,12.78,73.07
2008-11-22,barcelona,0.06,12.97,73.84
2008-11-23,barcelona,0.66,11.49,77.94
2008-11-24,barcelona,0.38,10.76,77.14
2008-11-25,barcelona,0.17,8.97,60.4
2008-11-26,barcelona,0.09,6.84,61.41
2008-11-27,barcelona,0.53,7.81,76.46
2008-11-28,barcelona,2.92,8.0,73.91
2008-11-29,barcelona,2.36,8.78,78.26
2008-11-30,barcelona,0.1,7.99,74.23
2008-12-01,barcelona,0.47,7.53,74.78
2008-12-02,barcelona,0.6,8.04,64.82
2008-12-03,barcelona,0.02,7.75,73.24
2008-12-04,barcelona,0.05,9.85,78.22
2008-12-05,barcelona,0.02,10.89,77.76
2008-12-06,barcelona,0.05,10.27,70.01
2008-12-07,barcelona,0.0,11.38,77.6
2008-12-08,barcelona,0.35,10.75,78.99
2008-12-09,barcelona,13.72,11.06,91.03
2008-12-10,barcelona,2.45,6.89,61.62
2008-12-11,barcelona,0.0,5.96,55.83
2008-12-12,barcelona,0.0,7.64,67.05
2008-12-13,barcelona,1.99,9.39,79.84
2008-12-14,barcelona,3.1,7.34,77.78
2008-12-15,barcelona,3.92,7.17,78.11
2008-12-16,barcelona,2.2,8.0,80.83
2008-12-17,barcelona,0.11,9.59,67.05
2008-12-18,barcelona,0.0,10.01,55.86
2008-12-19,barcelona,0.0,10.72,66.45
2008-12-20,barcelona,0.0,10.47,74.08
2008-12-21,barcelona,0.0,11.07,76.83
2008-12-22,barcelona,0.0,10.93,78.52
2008-12-23,barcelona,0.0,9.89,73.15
2008-12-24,barcelona,0.0,9.87,73.5
2008-12-25,barcelona,0.2,8.21,79.76
2008-12-26,barcelona,29.22,7.15,89.33
2008-12-27,barcelona,13.69,10.3,91.78
2008-12-28,barcelona,4.74,8.83,83.54
2008-12-29,barcelona,1.93,8.71,82.48
2008-12-30,barcelona,0.85,11.02,93.66
2008-12-31,barcelona,0.03,11.0,88.94
2009-01-01,barcelona,0.12,10.65,80.18
2009-01-02,barcelona,0.45,9.77,82.61
2009-01-03,barcelona,0.06,8.69,83.96
2009-01-04,barcelona,0.01,8.02,70.78
2009-01-05,barcelona,0.0,7.64,68.36
2009-01-06,barcelona,2.15,5.25,82.67
2009-01-07,barcelona,3.1,4.4,74.13
2009-01-08,barcelona,1.56,4.15,81.12
2009-01-09,barcelona,5.89,7.98,88.25
2009-01-10,barcelona,7.92,8.85,87.28
2009-01-11,barcelona,0.01,9.5,72.46
2009-01-12,barcelona,0.0,9.08,60.22
2009-01-13,barcelona,0.0,9.17,56.12
2009-01-14,barcelona,0.02,9.4,66.06
2009-01-15,barcelona,0.0,8.46,71.65
2009-01-16,barcelona,0.01,8.64,84.2
2009-01-17,barcelona,0.02,9.68,73.66
2009-01-18,barcelona,0.08,8.77,79.31
2009-01-19,barcelona,0.6,10.86,89.08
2009-01-20,barcelona,0.2,8.58,73.6
2009-01-21,barcelona,0.03,8.48,56.89
2009-01-22,barcelona,0.46,7.79,76.42
2009-01-23,barcelona,2.73,12.16,86.19
2009-01-24,barcelona,0.15,11.52,67.06
2009-01-25,barcelona,1.55,8.8,72.68
2009-01-26,barcelona,0.3,7.47,74.43
2009-01-27,barcelona,0.02,8.68,61.94
2009-01-28,barcelona,0.02,9.26,67.18
2009-01-29,barcelona,0.11,10.15,84.12
2009-01-30,barcelona,0.34,11.04,88.88
2009-01-31,barcelona,18.41,11.31,94.8
2009-02-01,barcelona,10.57,10.03,90.58
2009-02-02,barcelona,6.08,10.22,90.55
2009-02-03,barcelona,10.21,9.09,81.03
2009-02-04,barcelona,0.01,10.09,79.69
2009-02-05,barcelona,0.14,10.19,91.7
2009-02-06,barcelona,0.3,8.77,82.36
2009-02-07,barcelona,1.23,7.68,66.74
2009-02-08,barcelona,0.0,6.86,58.88
2009-02-09,barcelona,0.01,9.78,76.47
2009-02-10,barcelona,1.36,10.75,74.95
2009-02-11,barcelona,0.33,8.41,68.29
2009-02-12,barcelona,0.06,8.32,58.67
2009-02-13,barcelona,0.0,7.55,60.14
2009-02-14,barcelona,0.01,7.88,72.46
2009-02-15,barcelona,0.0,5.96,60.92
2009-02-16,barcelona,0.0,7.66,67.84
2009-02-17,barcelona,0.0,9.5,67.81
2009-02-18,barcelona,0.0,10.35,71.1
2009-02-19,barcelona,0.0,9.86,84.72
2009-02-20,barcelona,0.0,8.4,64.29
2009-02-21,barcelona,0.0,9.15,69.77
2009-02-22,barcelona,0.0,9.49,76.57
2009-02-23,barcelona,0.0,10.44,72.77
2009-02-24,barcelona,0.0,9.98,74.47
2009-02-25,barcelona,0.0,10.23,70.99
2009-02-26,barcelona,0.0,10.21,83.55
2009-02-27,barcelona,0.0,12.35,67.42
2009-02-28,barcelona,0.3,11.09,78.74
2009-03-01,barcelona,1.46,11.1,79.84
2009-03-02,barcelona,0.66,11.34,77.15
2009-03-03,barcelona,1.01,10.67,74.9
2009-03-04,barcelona,1.91,8.95,83.26
2009-03-05,barcelona,0.25,7.65,66.39
2009-03-06,barcelona,0.16,8.62,56.68
2009-03-07,barcelona,0.0,10.8,58.23
2009-03-08,barcelona,0.0,10.94,78.91
2009-03-09,barcelona,0.0,11.25,78.84
2009-03-10,barcelona,0.0,11.94,77.55
2009-03-11,barcelona,0.0,11.5,82.49
2009-03-12,barcelona,0.0,11.49,73.71
2009-03-13,barcelona,0.0,13.47,77.4
2009-03-14,barcelona,0.0,15.01,65.61
2009-03-15,barcelona,0.0,14.31,72.24
2009-03-16,barcelona,0.0,12.21,69.26
2009-03-17,barcelona,0.0,12.44,67.06
2009-03-18,barcelona,0.0,12.5,69.84
2009-03-19,barcelona,0.0,13.04,71.65
2009-03-20,barcelona,0.0,12.33,60.17
2009-03-21,barcelona,0.0,10.09,60.64
2009-03-22,barcelona,0.0,11.48,62.38
2009-03-23,barcelona,0.0,12.81,63.59
2009-03-24,barcelona,0.01,12.86,60.04
2009-03-25,barcelona,0.0,11.67,62.01
2009-03-26,barcelona,0.0,11.87,83.86
2009-03-27,barcelona,0.0,12.62,77.59
2009-03-28,barcelona,6.17,11.11,80.45
2009-03-29,barcelona,4.88,10.45,75.09
2009-03-30,barcelona,1.57,11.01,69.32
2009-03-31,barcelona,17.03,9.59,80.61
2009-04-01,barcelona,4.31,11.95,76.73
2009-04-02,barcelona,5.38,11.42,81.4
2009-04-03,barcelona,0.38,11.76,77.94
2009-04-04,barcelona,0.0,13.04,74.41
2009-04-05,barcelona,0.0,13.39,79.17
2009-04-06,barcelona,0.05,12.83,85.78
2009-04-07,barcelona,19.96,12.15,86.14
2009-04-08,barcelona,3.9,11.51,79.69
2009-04-09,barcelona,0.02,12.92,80.76
2009-04-10,barcelona,2.31,12.4,90.36
2009-04-11,barcelona,3.88,11.65,81.28
2009-04-12,barcelona,6.24,10.16,79.16
2009-04-13,barcelona,0.01,13.88,69.61
2009-04-14,barcelona,0.01,13.81,81.01
2009-04-15,barcelona,0.62,13.26,85.21
2009-04-16,barcelona,0.72,13.44,77.23
2009-04-17,barcelona,0.37,12.85,71.51
2009-04-18,barcelona,0.08,12.7,70.4
2009-04-19,barcelona,0.05,13.54,69.7
2009-04-20,barcelona,3.26,13.71,70.59
2009-04-21,barcelona,0.33,16.06,65.34
2009-04-22,barcelona,0.0,17.17,62.84
2009-04-23,barcelona,0.0,16.83,61.09
2009-04-24,barcelona,0.0,15.04,75.76
2009-04-25,barcelona,0.11,14.62,85.99
2009-04-26,barcelona,8.18,14.6,79.92
2009-04-27,barcelona,0.24,14.15,64.49
2009-04-28,barcelona,0.19,14.1,73.79
2009-04-29,barcelona,0.01,13.52,71.16
2009-04-30,barcelona,3.07,14.38,74.5
2009-05-01,barcelona,5.83,15.52,67.09
2009-05-02,barcelona,0.01,16.95,60.87
2009-05-03,barcelona,0.0,17.19,62.76
2009-05-04,barcelona,0.04,17.14,69.77
2009-05-05,barcelona,0.0,17.06,62.53
2009-05-06,barcelona,0.0,17.85,67.31
2009-05-07,barcelona,0.0,17.96,67.5
2009-05-08,barcelona,0.0,17.32,72.12
2009-05-09,barcelona,0.01,17.0,79.34
2009-05-10,barcelona,0.39,17.7,82.1
2009-05-11,barcelona,0.3,17.24,85.83
2009-05-12,barcelona,0.06,18.62,77.98
2009-05-13,barcelona,0.81,17.61,83.49
2009-05-14,barcelona,38.74,16.59,83.54
2009-05-15,barcelona,0.03,15.43,73.61
2009-05-16,barcelona,0.0,16.72,74.73
2009-05-17,barcelona,0.0,16.97,77.71
2009-05-18,barcelona,0.01,17.5,74.09
2009-05-19,barcelona,0.0,18.54,69.18
2009-05-20,barcelona,0.0,18.67,74.32
2009-05-21,barcelona,0.0,19.22,78.93
2009-05-22,barcelona,0.0,19.65,73.97
2009-05-23,barcelona,0.0,20.35,79.73
2009-05-24,barcelona,0.01,20.5,80.0
2009-05-25,barcelona,0.01,19.39,83.42
2009-05-26,barcelona,0.0,19.28,75.64
2009-05-27,barcelona,0.0,19.02,61.7
2009-05-28,barcelona,0.0,20.54,59.67
2009-05-29,barcelona,0.0,20.12,68.66
2009-05-30,barcelona,0.0,21.16,59.9
2009-05-31,barcelona,1.82,19.54,68.33
2009-06-01,barcelona,0.14,19.85,70.88
2009-06-02,barcelona,0.0,21.05,64.87
2009-06-03,barcelona,0.0,21.37,69.57
2009-06-04,barcelona,0.02,20.76,73.25
2009-06-05,barcelona,3.76,20.36,82.25
2009-06-06,barcelona,2.43,20.22,68.87
2009-06-07,barcelona,4.27,19.45,67.32
2009-06-08,barcelona,0.26,19.38,80.13
2009-06-09,barcelona,0.1,20.37,60.68
2009-06-10,barcelona,0.01,20.91,70.71
2009-06-11,barcelona,0.0,21.33,69.54
2009-06-12,barcelona,0.0,21.8,71.02
2009-06-13,barcelona,0.0,23.88,62.8
2009-06-14,barcelona,0.0,24.29,63.71
2009-06-15,barcelona,0.1,22.88,77.24
2009-06-16,barcelona,0.45,23.27,72.39
2009-06-17,barcelona,0.0,24.0,64.3
2009-06-18,barcelona,0.0,24.39,59.02
2009-06-19,barcelona,1.52,24.26,69.88
2009-06-20,barcelona,0.56,21.13,78.36
2009-06-21,barcelona,0.0,20.54,59.86
2009-06-22,barcelona,0.0,20.81,63.47
2009-06-23,barcelona,0.0,20.45,64.79
2009-06-24,barcelona,0.01,21.6,76.39
2009-06-25,barcelona,0.21,22.5,73.29
2009-06-26,barcelona,0.3,23.29,65.49
2009-06-27,barcelona,0.02,23.03,68.65
2009-06-28,barcelona,0.06,23.73,73.8
2009-06-29,barcelona,0.14,25.14,63.72
2009-06-30,barcelona,0.58,26.61,60.1
2009-07-01,barcelona,2.92,26.76,57.86
2009-07-02,barcelona,0.5,26.18,54.1
2009-07-03,barcelona,0.0,25.62,63.29
2009-07-04,barcelona,0.55,25.86,65.3
2009-07-05,barcelona,0.41,25.18,68.97
2009-07-06,barcelona,1.39,24.02,69.93
2009-07-07,barcelona,1.59,22.85,69.82
2009-07-08,barcelona,0.48,21.95,66.76
2009-07-09,barcelona,7.37,21.4,74.7
2009-07-10,barcelona,0.01,21.5,73.08
2009-07-11,barcelona,0.05,22.99,70.89
2009-07-12,barcelona,0.0,24.51,80.21
2009-07-13,barcelona,0.0,24.62,75.36
2009-07-14,barcelona,0.02,24.46,76.29
2009-07-15,barcelona,1.69,24.55,72.24
2009-07-16,barcelona,0.15,24.59,77.09
2009-07-17,barcelona,1.48,22.89,72.5
2009-07-18,barcelona,0.01,20.97,54.63
2009-07-19,barcelona,0.0,22.1,65.13
2009-07-20,barcelona,0.01,23.64,69.72
2009-07-21,barcelona,0.0,23.67,74.87
2009-07-22,barcelona,0.44,25.45,74.6
2009-07-23,barcelona,0.0,27.62,63.69
2009-07-24,barcelona,0.0,26.61,56.23
2009-07-25,barcelona,0.0,23.53,64.76
2009-07-26,barcelona,0.0,24.16,70.3
2009-07-27,barcelona,0.0,24.78,71.58
2009-07-28,barcelona,0.0,24.95,65.13
2009-07-29,barcelona,0.0,25.23,68.75
2009-07-30,barcelona,0.0,25.34,71.76
2009-07-31,barcelona,0.0,24.86,72.28
2009-08-01,barcelona,0.58,24.39,77.92
2009-08-02,barcelona,1.22,23.81,66.51
2009-08-03,barcelona,0.14,22.68,63.33
2009-08-04,barcelona,0.0,24.43,66.46
